"patient"	"nCount_RNA"	"nFeature_RNA"	"sample"	"ads_x"	"ads_y"	"pixel_x"	"pixel_y"	"SCT_snn_res.0.8"
"P2_21x37_1"	" 2"	"28337"	"6704"	"1"	"20.90"	"37.04"	" 5795.4"	" 7952.6"	"5"
"P2_21x39_1"	" 2"	" 3726"	"1974"	"1"	"21.03"	"39.04"	" 5818.7"	" 8353.4"	"11"
"P2_21x41_1"	" 2"	" 8164"	"3428"	"1"	"21.03"	"41.05"	" 5819.4"	" 8755.7"	"9"
"P2_21x43_1"	" 2"	" 1297"	" 810"	"1"	"21.05"	"43.05"	" 5822.0"	" 9157.2"	"0"
"P2_21x45_1"	" 2"	" 1855"	"1129"	"1"	"21.02"	"45.05"	" 5817.4"	" 9558.6"	"0"
"P2_21x47_1"	" 2"	" 1331"	" 827"	"1"	"21.10"	"47.06"	" 5831.8"	" 9959.7"	"0"
"P2_21x49_1"	" 2"	" 1140"	" 745"	"1"	"21.05"	"49.04"	" 5822.6"	"10357.9"	"1"
"P2_21x51_1"	" 2"	" 1030"	" 661"	"1"	"21.07"	"51.05"	" 5825.9"	"10760.6"	"0"
"P2_22x12_1"	" 2"	"20142"	"5151"	"1"	"22.04"	"12.10"	" 6001.4"	" 2955.7"	"10"
"P2_22x14_1"	" 2"	" 7965"	"3192"	"1"	"22.07"	"14.09"	" 6006.9"	" 3355.2"	"10"
"P2_22x16_1"	" 2"	"16132"	"4845"	"1"	"22.06"	"16.11"	" 6005.3"	" 3759.2"	"10"
"P2_22x18_1"	" 2"	" 7099"	"3076"	"1"	"22.07"	"18.10"	" 6006.4"	" 4158.7"	"4"
"P2_22x20_1"	" 2"	" 6452"	"3005"	"1"	"22.04"	"20.09"	" 6001.3"	" 4557.5"	"4"
"P2_22x22_1"	" 2"	" 4912"	"1941"	"1"	"22.01"	"22.11"	" 5996.2"	" 4961.8"	"1"
"P2_22x24_1"	" 2"	"18583"	"4611"	"1"	"22.06"	"24.09"	" 6005.0"	" 5359.5"	"2"
"P2_22x26_1"	" 2"	"17371"	"4476"	"1"	"22.05"	"26.07"	" 6002.9"	" 5755.7"	"2"
"P2_22x28_1"	" 2"	"28154"	"5778"	"1"	"22.06"	"28.09"	" 6004.7"	" 6160.1"	"2"
"P2_22x30_1"	" 2"	"18196"	"5706"	"1"	"22.02"	"30.07"	" 5997.6"	" 6557.3"	"4"
"P2_22x32_1"	" 2"	"13467"	"3279"	"1"	"22.05"	"32.08"	" 6003.0"	" 6958.7"	"3"
"P2_22x34_1"	" 2"	"16179"	"3862"	"1"	"22.06"	"34.09"	" 6004.6"	" 7362.2"	"3"
"P2_22x36_1"	" 2"	"33541"	"6774"	"1"	"22.02"	"36.09"	" 5997.2"	" 7763.2"	"5"
"P2_22x38_1"	" 2"	"12791"	"4677"	"1"	"22.03"	"38.01"	" 5998.5"	" 8148.0"	"11"
"P2_22x40_1"	" 2"	" 8037"	"3390"	"1"	"22.04"	"40.05"	" 6000.4"	" 8556.1"	"9"
"P2_22x42_1"	" 2"	" 1635"	" 988"	"1"	"22.03"	"42.07"	" 5999.7"	" 8960.9"	"0"
"P2_22x44_1"	" 2"	" 1289"	" 841"	"1"	"22.07"	"44.07"	" 6006.4"	" 9361.0"	"0"
"P2_22x46_1"	" 2"	" 1918"	"1121"	"1"	"22.02"	"46.09"	" 5997.7"	" 9767.2"	"0"
"P2_22x48_1"	" 2"	" 1112"	" 721"	"1"	"22.03"	"48.06"	" 5999.7"	"10162.0"	"0"
"P2_22x50_1"	" 2"	" 1725"	"1023"	"1"	"22.09"	"50.06"	" 6010.4"	"10561.2"	"0"
"P2_23x13_1"	" 2"	"12967"	"4333"	"1"	"23.05"	"13.10"	" 6183.4"	" 3156.4"	"10"
"P2_23x15_1"	" 2"	"10593"	"3871"	"1"	"23.07"	"15.08"	" 6187.9"	" 3554.0"	"10"
"P2_23x17_1"	" 2"	"14969"	"4523"	"1"	"23.01"	"17.09"	" 6176.6"	" 3956.1"	"10"
"P2_23x19_1"	" 2"	" 5407"	"2559"	"1"	"23.08"	"19.08"	" 6188.2"	" 4355.7"	"4"
"P2_23x21_1"	" 2"	" 8370"	"3299"	"1"	"23.03"	"21.08"	" 6180.6"	" 4755.2"	"4"
"P2_23x23_1"	" 2"	"15819"	"4503"	"1"	"23.06"	"23.08"	" 6184.9"	" 5155.3"	"4"
"P2_23x25_1"	" 2"	"19108"	"4775"	"1"	"23.05"	"25.05"	" 6183.9"	" 5551.7"	"2"
"P2_23x27_1"	" 2"	"13995"	"3388"	"1"	"23.05"	"27.14"	" 6183.8"	" 5969.5"	"3"
"P2_23x29_1"	" 2"	"27782"	"5997"	"1"	"23.05"	"29.10"	" 6183.3"	" 6361.6"	"2"
"P2_23x31_1"	" 2"	"17708"	"4271"	"1"	"23.06"	"31.06"	" 6185.1"	" 6754.5"	"3"
"P2_23x33_1"	" 2"	" 7950"	"2132"	"1"	"23.03"	"33.08"	" 6180.6"	" 7159.9"	"3"
"P2_23x35_1"	" 2"	"29435"	"6117"	"1"	"23.03"	"35.11"	" 6180.4"	" 7566.5"	"5"
"P2_23x37_1"	" 2"	"14614"	"5161"	"1"	"22.99"	"37.06"	" 6173.0"	" 7957.7"	"1"
"P2_23x39_1"	" 2"	" 4389"	"2300"	"1"	"23.02"	"39.05"	" 6177.3"	" 8355.2"	"0"
"P2_23x41_1"	" 2"	" 1683"	" 950"	"1"	"23.01"	"41.08"	" 6177.0"	" 8762.1"	"0"
"P2_23x43_1"	" 2"	" 1260"	" 788"	"1"	"23.04"	"43.09"	" 6182.3"	" 9164.7"	"1"
"P2_23x45_1"	" 2"	" 2916"	"1580"	"1"	"23.03"	"45.07"	" 6180.2"	" 9561.9"	"0"
"P2_23x47_1"	" 2"	" 1140"	" 762"	"1"	"23.03"	"47.05"	" 6180.0"	" 9958.2"	"0"
"P2_23x49_1"	" 2"	" 1187"	" 749"	"1"	"23.04"	"49.08"	" 6181.9"	"10365.9"	"1"
"P2_23x51_1"	" 2"	" 1515"	" 950"	"1"	"23.07"	"51.03"	" 6187.5"	"10755.1"	"0"
"P2_23x53_1"	" 2"	" 1186"	" 728"	"1"	"23.00"	"53.06"	" 6174.7"	"11163.3"	"0"
"P2_24x12_1"	" 2"	" 4464"	"1985"	"1"	"24.06"	"12.14"	" 6365.1"	" 2963.9"	"10"
"P2_24x14_1"	" 2"	" 3524"	"1872"	"1"	"24.04"	"14.05"	" 6362.2"	" 3347.5"	"4"
"P2_24x16_1"	" 2"	" 4860"	"2281"	"1"	"24.06"	"16.08"	" 6366.2"	" 3753.5"	"4"
"P2_24x18_1"	" 2"	" 5851"	"2706"	"1"	"24.07"	"18.08"	" 6367.2"	" 4153.6"	"4"
"P2_24x20_1"	" 2"	" 5192"	"2464"	"1"	"24.02"	"20.07"	" 6359.4"	" 4553.4"	"4"
"P2_24x22_1"	" 2"	"12563"	"4187"	"1"	"24.04"	"22.06"	" 6362.6"	" 4952.4"	"4"
"P2_24x24_1"	" 2"	"13894"	"3666"	"1"	"24.06"	"24.04"	" 6366.6"	" 5349.4"	"8"
"P2_24x26_1"	" 2"	"12265"	"3002"	"1"	"24.05"	"26.07"	" 6363.4"	" 5756.3"	"3"
"P2_24x28_1"	" 2"	"19119"	"4170"	"1"	"24.02"	"28.09"	" 6359.3"	" 6159.9"	"3"
"P2_24x30_1"	" 2"	"20481"	"4881"	"1"	"24.02"	"30.01"	" 6358.4"	" 6545.1"	"2"
"P2_24x32_1"	" 2"	" 9515"	"2553"	"1"	"24.02"	"32.08"	" 6358.0"	" 6960.0"	"3"
"P2_24x34_1"	" 2"	"18443"	"4527"	"1"	"24.03"	"34.08"	" 6360.3"	" 7359.7"	"3"
"P2_24x36_1"	" 2"	"13334"	"4727"	"1"	"24.00"	"36.05"	" 6355.7"	" 7754.9"	"5"
"P2_24x38_1"	" 2"	"16327"	"5163"	"1"	"23.99"	"38.01"	" 6354.1"	" 8147.2"	"1"
"P2_24x40_1"	" 2"	" 4314"	"2210"	"1"	"23.99"	"40.07"	" 6352.7"	" 8560.5"	"0"
"P2_24x42_1"	" 2"	" 1325"	" 847"	"1"	"24.04"	"42.07"	" 6361.4"	" 8961.6"	"0"
"P2_24x44_1"	" 2"	" 3031"	"1724"	"1"	"24.04"	"44.06"	" 6362.5"	" 9358.7"	"6"
"P2_24x46_1"	" 2"	" 5802"	"2732"	"1"	"23.98"	"46.08"	" 6350.5"	" 9763.6"	"1"
"P2_24x48_1"	" 2"	" 3765"	"1940"	"1"	"24.02"	"48.08"	" 6359.3"	"10164.4"	"0"
"P2_24x50_1"	" 2"	" 2102"	"1218"	"1"	"24.06"	"50.02"	" 6366.2"	"10554.5"	"0"
"P2_24x52_1"	" 2"	" 1265"	" 778"	"1"	"24.06"	"52.03"	" 6366.0"	"10957.3"	"0"
"P2_25x13_1"	" 2"	" 4694"	"2260"	"1"	"25.05"	"13.07"	" 6544.2"	" 3150.3"	"4"
"P2_25x15_1"	" 2"	"14540"	"4549"	"1"	"25.05"	"15.06"	" 6544.9"	" 3548.8"	"10"
"P2_25x17_1"	" 2"	" 6007"	"2735"	"1"	"25.06"	"17.08"	" 6545.5"	" 3954.2"	"4"
"P2_25x19_1"	" 2"	" 5711"	"2552"	"1"	"25.09"	"19.08"	" 6551.4"	" 4354.1"	"4"
"P2_25x21_1"	" 2"	" 5120"	"2306"	"1"	"25.03"	"21.05"	" 6541.8"	" 4750.5"	"4"
"P2_25x23_1"	" 2"	"14951"	"3815"	"1"	"25.05"	"23.06"	" 6544.9"	" 5152.8"	"8"
"P2_25x25_1"	" 2"	" 8717"	"2659"	"1"	"25.05"	"25.05"	" 6544.4"	" 5550.6"	"3"
"P2_25x27_1"	" 2"	" 7902"	"2334"	"1"	"25.07"	"27.07"	" 6548.7"	" 5954.9"	"8"
"P2_25x29_1"	" 2"	"12310"	"3089"	"1"	"25.05"	"29.03"	" 6544.3"	" 6348.6"	"3"
"P2_25x31_1"	" 2"	"10898"	"2878"	"1"	"25.06"	"31.04"	" 6546.9"	" 6750.2"	"3"
"P2_25x33_1"	" 2"	"19511"	"4636"	"1"	"25.02"	"33.07"	" 6539.3"	" 7158.0"	"3"
"P2_25x35_1"	" 2"	"17971"	"5277"	"1"	"25.03"	"35.05"	" 6540.1"	" 7554.4"	"5"
"P2_25x37_1"	" 2"	"32480"	"7239"	"1"	"24.99"	"37.06"	" 6533.9"	" 7956.2"	"0"
"P2_25x39_1"	" 2"	" 3569"	"1824"	"1"	"24.98"	"39.05"	" 6531.1"	" 8356.7"	"0"
"P2_25x41_1"	" 2"	" 2258"	"1235"	"1"	"25.03"	"41.06"	" 6541.2"	" 8759.1"	"0"
"P2_25x43_1"	" 2"	" 1153"	" 733"	"1"	"25.01"	"43.06"	" 6537.6"	" 9159.0"	"0"
"P2_25x45_1"	" 2"	" 6642"	"3164"	"1"	"25.00"	"45.07"	" 6536.1"	" 9561.4"	"9"
"P2_25x47_1"	" 2"	" 8349"	"3702"	"1"	"25.02"	"47.06"	" 6539.5"	" 9960.2"	"9"
"P2_25x49_1"	" 2"	" 1605"	" 919"	"1"	"25.08"	"49.02"	" 6549.9"	"10353.2"	"0"
"P2_25x51_1"	" 2"	" 1372"	" 852"	"1"	"25.07"	"51.02"	" 6548.1"	"10753.4"	"1"
"P2_25x53_1"	" 2"	" 1117"	" 701"	"1"	"25.00"	"53.04"	" 6536.3"	"11159.7"	"0"
"P2_26x14_1"	" 2"	"19515"	"5111"	"1"	"26.04"	"14.00"	" 6723.3"	" 3336.8"	"10"
"P2_26x16_1"	" 2"	" 7618"	"3092"	"1"	"26.07"	"16.00"	" 6728.1"	" 3738.8"	"10"
"P2_26x18_1"	" 2"	" 6899"	"2975"	"1"	"26.08"	"17.99"	" 6730.7"	" 4137.4"	"1"
"P2_26x20_1"	" 2"	" 6041"	"2603"	"1"	"26.03"	"19.98"	" 6721.9"	" 4536.1"	"4"
"P2_26x22_1"	" 2"	"17422"	"4368"	"1"	"26.04"	"21.98"	" 6723.2"	" 4936.0"	"8"
"P2_26x24_1"	" 2"	" 9681"	"3099"	"1"	"26.06"	"23.99"	" 6726.4"	" 5339.2"	"8"
"P2_26x26_1"	" 2"	" 7779"	"2451"	"1"	"26.08"	"25.99"	" 6730.9"	" 5738.5"	"8"
"P2_26x28_1"	" 2"	" 6677"	"2099"	"1"	"26.03"	"27.99"	" 6720.6"	" 6139.6"	"8"
"P2_26x30_1"	" 2"	" 9551"	"2590"	"1"	"26.04"	"29.99"	" 6722.7"	" 6541.0"	"3"
"P2_26x32_1"	" 2"	"19652"	"4634"	"1"	"26.04"	"31.98"	" 6723.9"	" 6938.8"	"3"
"P2_26x34_1"	" 2"	"13603"	"4520"	"1"	"26.07"	"33.98"	" 6728.2"	" 7340.0"	"5"
"P2_26x36_1"	" 2"	"11426"	"4145"	"1"	"26.03"	"35.98"	" 6720.8"	" 7741.6"	"0"
"P2_26x38_1"	" 2"	" 4736"	"2365"	"1"	"26.02"	"38.00"	" 6719.5"	" 8144.5"	"0"
"P2_26x40_1"	" 2"	" 2538"	"1404"	"1"	"26.03"	"39.98"	" 6721.9"	" 8542.5"	"0"
"P2_26x42_1"	" 2"	" 3637"	"1807"	"1"	"26.05"	"41.98"	" 6724.3"	" 8942.8"	"0"
"P2_26x44_1"	" 2"	" 1558"	" 966"	"1"	"26.05"	"44.00"	" 6725.7"	" 9347.2"	"0"
"P2_26x46_1"	" 2"	" 8319"	"3568"	"1"	"26.06"	"45.98"	" 6726.8"	" 9744.6"	"9"
"P2_26x48_1"	" 2"	" 1037"	" 682"	"1"	"26.02"	"47.96"	" 6720.2"	"10141.7"	"0"
"P2_26x50_1"	" 2"	" 1564"	" 923"	"1"	"26.05"	"49.98"	" 6724.2"	"10544.9"	"0"
"P2_26x52_1"	" 2"	" 1151"	" 743"	"1"	"26.06"	"51.99"	" 6727.2"	"10948.2"	"0"
"P2_26x54_1"	" 2"	"  826"	" 529"	"1"	"26.01"	"53.98"	" 6717.1"	"11346.7"	"1"
"P2_27x15_1"	" 2"	" 5799"	"2609"	"1"	"27.04"	"15.03"	" 6904.4"	" 3544.2"	"10"
"P2_27x17_1"	" 2"	"16573"	"4863"	"1"	"27.07"	"17.04"	" 6908.5"	" 3947.1"	"10"
"P2_27x19_1"	" 2"	"15279"	"4614"	"1"	"27.10"	"19.03"	" 6914.8"	" 4344.3"	"10"
"P2_27x21_1"	" 2"	"25377"	"5531"	"1"	"27.03"	"21.01"	" 6901.1"	" 4741.8"	"8"
"P2_27x23_1"	" 2"	" 8609"	"2755"	"1"	"27.05"	"23.01"	" 6905.4"	" 5142.7"	"8"
"P2_27x25_1"	" 2"	" 4428"	"1822"	"1"	"27.06"	"25.02"	" 6908.1"	" 5545.9"	"8"
"P2_27x27_1"	" 2"	" 4153"	"1646"	"1"	"27.08"	"27.02"	" 6911.7"	" 5946.2"	"8"
"P2_27x29_1"	" 2"	" 6283"	"1954"	"1"	"27.01"	"29.03"	" 6898.8"	" 6348.9"	"3"
"P2_27x31_1"	" 2"	"16861"	"3857"	"1"	"27.04"	"31.01"	" 6903.3"	" 6745.0"	"3"
"P2_27x33_1"	" 2"	"14225"	"4765"	"1"	"27.09"	"33.03"	" 6912.6"	" 7150.5"	"4"
"P2_27x35_1"	" 2"	"15628"	"4945"	"1"	"27.07"	"35.00"	" 6908.7"	" 7544.0"	"0"
"P2_27x37_1"	" 2"	" 4273"	"2108"	"1"	"27.02"	"37.00"	" 6900.9"	" 7945.2"	"0"
"P2_27x39_1"	" 2"	" 5407"	"2469"	"1"	"27.01"	"39.02"	" 6897.5"	" 8349.1"	"0"
"P2_27x41_1"	" 2"	" 3560"	"1829"	"1"	"27.07"	"41.02"	" 6908.8"	" 8749.7"	"0"
"P2_27x43_1"	" 2"	" 2687"	"1518"	"1"	"27.06"	"43.03"	" 6907.9"	" 9152.4"	"0"
"P2_27x45_1"	" 2"	" 6241"	"2890"	"1"	"27.01"	"45.03"	" 6898.2"	" 9553.7"	"9"
"P2_27x47_1"	" 2"	" 6511"	"3082"	"1"	"27.02"	"47.01"	" 6900.9"	" 9951.1"	"9"
"P2_27x49_1"	" 2"	"  934"	" 585"	"1"	"27.13"	"49.12"	" 6920.1"	"10372.8"	"1"
"P2_27x51_1"	" 2"	"  788"	" 517"	"1"	"27.07"	"51.00"	" 6909.6"	"10750.6"	"0"
"P2_27x53_1"	" 2"	" 1054"	" 653"	"1"	"27.00"	"53.01"	" 6896.4"	"11151.8"	"0"
"P2_28x16_1"	" 2"	"14868"	"4469"	"1"	"28.07"	"16.01"	" 7090.1"	" 3740.4"	"10"
"P2_28x18_1"	" 2"	" 4831"	"2345"	"1"	"28.10"	"18.02"	" 7094.8"	" 4142.8"	"4"
"P2_28x20_1"	" 2"	"17633"	"4709"	"1"	"28.01"	"20.00"	" 7079.4"	" 4539.7"	"8"
"P2_28x22_1"	" 2"	" 6027"	"2164"	"1"	"28.03"	"22.00"	" 7082.8"	" 4939.1"	"8"
"P2_28x24_1"	" 2"	" 4737"	"1953"	"1"	"28.06"	"24.02"	" 7087.7"	" 5344.6"	"8"
"P2_28x26_1"	" 2"	" 2183"	"1099"	"1"	"28.13"	"26.01"	" 7100.7"	" 5742.5"	"1"
"P2_28x28_1"	" 2"	" 1820"	" 937"	"1"	"28.04"	"28.00"	" 7083.6"	" 6142.8"	"8"
"P2_28x30_1"	" 2"	"12144"	"2903"	"1"	"28.04"	"29.96"	" 7084.7"	" 6535.3"	"3"
"P2_28x32_1"	" 2"	"19780"	"4561"	"1"	"28.05"	"32.03"	" 7086.3"	" 6949.4"	"3"
"P2_28x34_1"	" 2"	"15630"	"4777"	"1"	"28.05"	"34.02"	" 7086.9"	" 7347.6"	"4"
"P2_28x36_1"	" 2"	"11396"	"4178"	"1"	"28.01"	"36.02"	" 7078.7"	" 7747.9"	"0"
"P2_28x38_1"	" 2"	"14422"	"4753"	"1"	"28.01"	"38.00"	" 7079.0"	" 8145.6"	"5"
"P2_28x40_1"	" 2"	"20991"	"5611"	"1"	"28.03"	"40.01"	" 7082.2"	" 8547.6"	"5"
"P2_28x42_1"	" 2"	" 4650"	"2251"	"1"	"28.06"	"42.01"	" 7088.6"	" 8948.4"	"0"
"P2_28x44_1"	" 2"	" 1954"	"1225"	"1"	"28.06"	"44.03"	" 7088.7"	" 9354.1"	"0"
"P2_28x46_1"	" 2"	" 5496"	"2693"	"1"	"28.03"	"46.01"	" 7082.7"	" 9750.3"	"9"
"P2_28x48_1"	" 2"	" 1374"	" 865"	"1"	"28.02"	"48.00"	" 7079.7"	"10149.3"	"0"
"P2_28x50_1"	" 2"	"  862"	" 561"	"1"	"28.06"	"50.01"	" 7088.4"	"10551.1"	"1"
"P2_28x52_1"	" 2"	"  724"	" 489"	"1"	"28.07"	"51.99"	" 7089.0"	"10949.2"	"1"
"P2_28x54_1"	" 2"	"  684"	" 449"	"1"	"28.01"	"53.99"	" 7078.6"	"11349.1"	"1"
"P2_29x17_1"	" 2"	"11808"	"3734"	"1"	"29.07"	"17.01"	" 7270.3"	" 3940.7"	"8"
"P2_29x19_1"	" 2"	"19441"	"4688"	"1"	"29.09"	"19.00"	" 7273.7"	" 4339.2"	"8"
"P2_29x21_1"	" 2"	" 6390"	"2458"	"1"	"29.04"	"20.98"	" 7263.9"	" 4734.7"	"8"
"P2_29x23_1"	" 2"	" 1234"	" 743"	"1"	"29.05"	"22.99"	" 7266.6"	" 5139.0"	"1"
"P2_29x25_1"	" 2"	" 1126"	" 745"	"1"	"29.09"	"25.01"	" 7273.9"	" 5543.5"	"1"
"P2_29x27_1"	" 2"	" 1002"	" 615"	"1"	"29.09"	"26.99"	" 7273.3"	" 5940.2"	"1"
"P2_29x29_1"	" 2"	"13919"	"3287"	"1"	"29.02"	"29.02"	" 7261.9"	" 6346.3"	"3"
"P2_29x31_1"	" 2"	"15772"	"3810"	"1"	"29.03"	"30.99"	" 7263.2"	" 6740.2"	"3"
"P2_29x33_1"	" 2"	"18247"	"5008"	"1"	"29.07"	"33.02"	" 7269.3"	" 7148.3"	"4"
"P2_29x35_1"	" 2"	"40218"	"7554"	"1"	"29.07"	"35.00"	" 7269.4"	" 7544.0"	"0"
"P2_29x37_1"	" 2"	"21294"	"5911"	"1"	"29.02"	"37.00"	" 7260.2"	" 7944.5"	"5"
"P2_29x39_1"	" 2"	"19066"	"4814"	"1"	"29.02"	"39.00"	" 7260.3"	" 8345.2"	"5"
"P2_29x41_1"	" 2"	" 5262"	"2302"	"1"	"29.06"	"41.00"	" 7267.7"	" 8745.7"	"0"
"P2_29x43_1"	" 2"	" 3103"	"1569"	"1"	"29.07"	"43.02"	" 7269.5"	" 9151.8"	"0"
"P2_29x45_1"	" 2"	" 8153"	"3392"	"1"	"29.01"	"45.04"	" 7259.7"	" 9555.7"	"0"
"P2_29x47_1"	" 2"	" 3307"	"1739"	"1"	"29.01"	"46.98"	" 7258.5"	" 9943.8"	"0"
"P2_29x49_1"	" 2"	" 1011"	" 657"	"1"	"29.06"	"48.99"	" 7268.9"	"10347.6"	"0"
"P2_29x51_1"	" 2"	" 1127"	" 695"	"1"	"29.06"	"50.98"	" 7268.6"	"10746.6"	"0"
"P2_29x53_1"	" 2"	"  745"	" 517"	"1"	"28.98"	"52.99"	" 7254.5"	"11149.7"	"0"
"P2_29x55_1"	" 2"	"  768"	" 490"	"1"	"29.02"	"54.99"	" 7261.8"	"11549.5"	"1"
"P2_30x18_1"	" 2"	" 4517"	"1820"	"1"	"29.99"	"18.01"	" 7436.3"	" 4139.7"	"8"
"P2_30x20_1"	" 2"	" 1878"	" 997"	"1"	"29.98"	"20.02"	" 7434.8"	" 4542.7"	"8"
"P2_30x22_1"	" 2"	"  631"	" 438"	"1"	"29.94"	"22.04"	" 7427.2"	" 4947.3"	"1"
"P2_30x24_1"	" 2"	"  857"	" 519"	"1"	"30.08"	"24.07"	" 7451.8"	" 5353.7"	"1"
"P2_30x26_1"	" 2"	"  841"	" 568"	"1"	"30.06"	"26.06"	" 7449.1"	" 5753.7"	"1"
"P2_30x28_1"	" 2"	" 9858"	"2674"	"1"	"30.01"	"28.02"	" 7439.0"	" 6145.7"	"3"
"P2_30x30_1"	" 2"	"18872"	"4246"	"1"	"29.97"	"29.98"	" 7432.2"	" 6538.2"	"3"
"P2_30x32_1"	" 2"	"30391"	"6018"	"1"	"30.02"	"31.98"	" 7442.5"	" 6939.7"	"3"
"P2_30x34_1"	" 2"	"42202"	"7106"	"1"	"30.02"	"33.95"	" 7442.2"	" 7334.7"	"0"
"P2_30x36_1"	" 2"	"21365"	"5435"	"1"	"29.95"	"36.01"	" 7429.2"	" 7746.5"	"5"
"P2_30x38_1"	" 2"	"17314"	"4536"	"1"	"29.92"	"38.03"	" 7424.1"	" 8150.8"	"5"
"P2_30x40_1"	" 2"	"17867"	"5066"	"1"	"29.93"	"39.99"	" 7426.1"	" 8544.4"	"5"
"P2_30x42_1"	" 2"	" 3341"	"1722"	"1"	"30.00"	"42.01"	" 7438.4"	" 8949.3"	"0"
"P2_30x44_1"	" 2"	" 7283"	"3224"	"1"	"29.97"	"44.02"	" 7433.4"	" 9350.9"	"0"
"P2_30x46_1"	" 2"	" 6463"	"3015"	"1"	"29.93"	"46.04"	" 7425.3"	" 9755.5"	"9"
"P2_30x48_1"	" 2"	" 5311"	"2557"	"1"	"29.98"	"48.01"	" 7433.6"	"10150.2"	"9"
"P2_30x50_1"	" 2"	" 2731"	"1447"	"1"	"30.11"	"50.03"	" 7458.3"	"10556.7"	"9"
"P2_30x52_1"	" 2"	"  889"	" 556"	"1"	"30.09"	"52.03"	" 7453.4"	"10955.7"	"1"
"P2_30x54_1"	" 2"	"  569"	" 381"	"1"	"29.96"	"54.03"	" 7430.7"	"11358.0"	"1"
"P2_31x19_1"	" 2"	" 1016"	" 674"	"1"	"31.02"	"19.05"	" 7621.3"	" 4349.3"	"1"
"P2_31x21_1"	" 2"	"  647"	" 440"	"1"	"31.00"	"21.00"	" 7617.7"	" 4740.2"	"1"
"P2_31x23_1"	" 2"	" 1284"	" 729"	"1"	"31.03"	"23.05"	" 7624.6"	" 5151.1"	"1"
"P2_31x25_1"	" 2"	"  545"	" 390"	"1"	"31.04"	"25.06"	" 7625.6"	" 5552.0"	"1"
"P2_31x27_1"	" 2"	" 6814"	"2041"	"1"	"30.99"	"26.98"	" 7616.7"	" 5938.2"	"3"
"P2_31x29_1"	" 2"	"18299"	"4110"	"1"	"31.00"	"29.02"	" 7618.5"	" 6346.4"	"3"
"P2_31x31_1"	" 2"	"35658"	"6490"	"1"	"30.98"	"31.00"	" 7614.9"	" 6743.9"	"3"
"P2_31x33_1"	" 2"	"47051"	"7512"	"1"	"31.01"	"32.98"	" 7620.5"	" 7139.6"	"3"
"P2_31x35_1"	" 2"	"11813"	"4463"	"1"	"31.00"	"35.00"	" 7619.3"	" 7545.4"	"4"
"P2_31x37_1"	" 2"	"17664"	"4818"	"1"	"30.95"	"36.99"	" 7608.6"	" 7943.8"	"10"
"P2_31x39_1"	" 2"	"17470"	"4786"	"1"	"30.93"	"38.98"	" 7606.6"	" 8341.2"	"5"
"P2_31x41_1"	" 2"	" 4078"	"1969"	"1"	"30.96"	"40.99"	" 7611.0"	" 8744.8"	"0"
"P2_31x43_1"	" 2"	" 2828"	"1488"	"1"	"31.00"	"42.99"	" 7619.3"	" 9144.4"	"0"
"P2_31x45_1"	" 2"	" 5457"	"2709"	"1"	"30.92"	"45.01"	" 7603.2"	" 9550.5"	"0"
"P2_31x47_1"	" 2"	" 2473"	"1354"	"1"	"30.92"	"47.00"	" 7604.2"	" 9949.0"	"0"
"P2_31x49_1"	" 2"	" 4945"	"2525"	"1"	"30.98"	"49.01"	" 7614.0"	"10351.4"	"9"
"P2_31x51_1"	" 2"	" 3455"	"1834"	"1"	"31.08"	"51.01"	" 7633.5"	"10752.7"	"0"
"P2_32x20_1"	" 2"	"  620"	" 423"	"1"	"31.97"	"20.01"	" 7793.2"	" 4540.5"	"1"
"P2_32x22_1"	" 2"	" 1170"	" 702"	"1"	"32.01"	"22.05"	" 7800.0"	" 4949.5"	"1"
"P2_32x24_1"	" 2"	" 1121"	" 681"	"1"	"32.05"	"23.98"	" 7807.4"	" 5337.4"	"1"
"P2_32x26_1"	" 2"	" 8815"	"2502"	"1"	"32.02"	"25.99"	" 7802.4"	" 5740.1"	"3"
"P2_32x28_1"	" 2"	"20754"	"4805"	"1"	"32.01"	"27.99"	" 7799.9"	" 6139.4"	"3"
"P2_32x30_1"	" 2"	"22108"	"5257"	"1"	"31.94"	"29.99"	" 7787.7"	" 6541.3"	"3"
"P2_32x32_1"	" 2"	" 9024"	"3351"	"1"	"31.98"	"31.98"	" 7795.7"	" 6939.0"	"0"
"P2_32x34_1"	" 2"	"12295"	"4201"	"1"	"32.02"	"33.97"	" 7802.0"	" 7338.2"	"0"
"P2_32x36_1"	" 2"	"16797"	"4618"	"1"	"31.98"	"35.99"	" 7795.4"	" 7742.1"	"5"
"P2_32x38_1"	" 2"	" 8233"	"2491"	"1"	"31.95"	"37.99"	" 7789.9"	" 8144.3"	"8"
"P2_32x40_1"	" 2"	"13254"	"4094"	"1"	"31.93"	"39.97"	" 7786.9"	" 8540.7"	"5"
"P2_32x42_1"	" 2"	" 5303"	"2479"	"1"	"31.97"	"42.01"	" 7793.2"	" 8949.1"	"0"
"P2_32x44_1"	" 2"	" 5959"	"2700"	"1"	"32.00"	"44.00"	" 7798.2"	" 9348.1"	"0"
"P2_32x46_1"	" 2"	" 5713"	"2657"	"1"	"31.91"	"46.02"	" 7782.5"	" 9751.8"	"0"
"P2_32x48_1"	" 2"	" 2197"	"1283"	"1"	"31.96"	"47.97"	" 7791.1"	"10143.0"	"0"
