,source,type,gene_id,gene_version,gene_name,gene_source,gene_biotype,gene_search,is_top_hvg
ENSG00000250073,havana,gene,ENSG00000250073,2,AP000866.2,havana,antisense,AP000866.2; ENSG00000250073,FALSE
ENSG00000120458,ensembl_havana,gene,ENSG00000120458,10,MSANTD2,ensembl_havana,protein_coding,MSANTD2; ENSG00000120458,FALSE
ENSG00000245498,havana,gene,ENSG00000245498,6,AP000866.1,havana,antisense,AP000866.1; ENSG00000245498,FALSE
ENSG00000154134,ensembl_havana,gene,ENSG00000154134,14,ROBO3,ensembl_havana,protein_coding,ROBO3; ENSG00000154134,FALSE
ENSG00000254568,havana,gene,ENSG00000254568,1,AP003501.1,havana,antisense,AP003501.1; ENSG00000254568,FALSE
ENSG00000154133,ensembl_havana,gene,ENSG00000154133,14,ROBO4,ensembl_havana,protein_coding,ROBO4; ENSG00000154133,FALSE
ENSG00000254943,havana,gene,ENSG00000254943,1,AP003501.2,havana,antisense,AP003501.2; ENSG00000254943,FALSE
ENSG00000165478,ensembl_havana,gene,ENSG00000165478,6,HEPACAM,ensembl_havana,protein_coding,HEPACAM; ENSG00000165478,TRUE
ENSG00000221932,ensembl_havana,gene,ENSG00000221932,6,HEPN1,ensembl_havana,protein_coding,HEPN1; ENSG00000221932,TRUE
ENSG00000149548,ensembl_havana,gene,ENSG00000149548,14,CCDC15,ensembl_havana,protein_coding,CCDC15; ENSG00000149548,FALSE
ENSG00000134955,ensembl_havana,gene,ENSG00000134955,11,SLC37A2,ensembl_havana,protein_coding,SLC37A2; ENSG00000134955,FALSE
ENSG00000150433,ensembl_havana,gene,ENSG00000150433,9,TMEM218,ensembl_havana,protein_coding,TMEM218; ENSG00000150433,FALSE
ENSG00000255475,havana,gene,ENSG00000255475,1,AP001007.2,havana,lincRNA,AP001007.2; ENSG00000255475,FALSE
ENSG00000254880,havana,gene,ENSG00000254880,1,PKNOX2-AS1,havana,lincRNA,PKNOX2-AS1; ENSG00000254880,FALSE
ENSG00000165495,ensembl_havana,gene,ENSG00000165495,15,PKNOX2,ensembl_havana,protein_coding,PKNOX2; ENSG00000165495,FALSE
ENSG00000254932,havana,gene,ENSG00000254932,2,AP001007.1,havana,antisense,AP001007.1; ENSG00000254932,FALSE
ENSG00000149557,ensembl_havana,gene,ENSG00000149557,12,FEZ1,ensembl_havana,protein_coding,FEZ1; ENSG00000149557,TRUE
ENSG00000149547,ensembl_havana,gene,ENSG00000149547,14,EI24,ensembl_havana,protein_coding,EI24; ENSG00000149547,FALSE
ENSG00000254671,havana,gene,ENSG00000254671,2,STT3A-AS1,havana,antisense,STT3A-AS1; ENSG00000254671,FALSE
ENSG00000134910,ensembl_havana,gene,ENSG00000134910,12,STT3A,ensembl_havana,protein_coding,STT3A; ENSG00000134910,FALSE
ENSG00000149554,ensembl_havana,gene,ENSG00000149554,12,CHEK1,ensembl_havana,protein_coding,CHEK1; ENSG00000149554,FALSE
ENSG00000134940,ensembl_havana,gene,ENSG00000134940,13,ACRV1,ensembl_havana,protein_coding,ACRV1; ENSG00000134940,FALSE
ENSG00000171053,ensembl_havana,gene,ENSG00000171053,9,PATE1,ensembl_havana,protein_coding,PATE1; ENSG00000171053,FALSE
ENSG00000196844,ensembl_havana,gene,ENSG00000196844,8,PATE2,ensembl_havana,protein_coding,PATE2; ENSG00000196844,FALSE
ENSG00000236027,ensembl_havana,gene,ENSG00000236027,2,PATE3,ensembl_havana,protein_coding,PATE3; ENSG00000236027,FALSE
ENSG00000237353,ensembl_havana,gene,ENSG00000237353,6,PATE4,ensembl_havana,protein_coding,PATE4; ENSG00000237353,FALSE
ENSG00000260209,havana,gene,ENSG00000260209,1,AP000842.3,havana,lincRNA,AP000842.3; ENSG00000260209,FALSE
ENSG00000198331,ensembl_havana,gene,ENSG00000198331,10,HYLS1,ensembl_havana,protein_coding,HYLS1; ENSG00000198331,FALSE
ENSG00000110060,ensembl_havana,gene,ENSG00000110060,8,PUS3,ensembl_havana,protein_coding,PUS3; ENSG00000110060,FALSE
ENSG00000255027,havana,gene,ENSG00000255027,2,AP000842.2,havana,antisense,AP000842.2; ENSG00000255027,FALSE
ENSG00000109832,ensembl_havana,gene,ENSG00000109832,13,DDX25,ensembl_havana,protein_coding,DDX25; ENSG00000109832,FALSE
ENSG00000254790,havana,gene,ENSG00000254790,1,AP000842.1,havana,lincRNA,AP000842.1; ENSG00000254790,FALSE
ENSG00000283703,havana,gene,ENSG00000283703,2,VSIG10L2,havana,protein_coding,VSIG10L2; ENSG00000283703,FALSE
ENSG00000064309,ensembl_havana,gene,ENSG00000064309,14,CDON,ensembl_havana,protein_coding,CDON; ENSG00000064309,FALSE
ENSG00000261257,havana,gene,ENSG00000261257,1,AP000821.1,havana,lincRNA,AP000821.1; ENSG00000261257,FALSE
ENSG00000254833,havana,gene,ENSG00000254833,1,AP001893.3,havana,lincRNA,AP001893.3; ENSG00000254833,FALSE
ENSG00000165526,ensembl_havana,gene,ENSG00000165526,8,RPUSD4,ensembl_havana,protein_coding,RPUSD4; ENSG00000165526,FALSE
ENSG00000254694,havana,gene,ENSG00000254694,1,AP001893.1,havana,antisense,AP001893.1; ENSG00000254694,FALSE
ENSG00000197798,ensembl_havana,gene,ENSG00000197798,8,FAM118B,ensembl_havana,protein_coding,FAM118B; ENSG00000197798,FALSE
ENSG00000182934,ensembl_havana,gene,ENSG00000182934,11,SRPRA,ensembl_havana,protein_coding,SRPRA; ENSG00000182934,FALSE
ENSG00000110074,ensembl_havana,gene,ENSG00000110074,10,FOXRED1,ensembl_havana,protein_coding,FOXRED1; ENSG00000110074,FALSE
ENSG00000150455,ensembl_havana,gene,ENSG00000150455,13,TIRAP,ensembl_havana,protein_coding,TIRAP; ENSG00000150455,FALSE
ENSG00000254905,havana,gene,ENSG00000254905,1,AP001318.1,havana,antisense,AP001318.1; ENSG00000254905,FALSE
ENSG00000255062,havana,gene,ENSG00000255062,1,AP001318.2,havana,antisense,AP001318.2; ENSG00000255062,FALSE
ENSG00000110063,ensembl_havana,gene,ENSG00000110063,8,DCPS,ensembl_havana,protein_coding,DCPS; ENSG00000110063,FALSE
ENSG00000280832,havana,gene,ENSG00000280832,1,GSEC,havana,antisense,GSEC; ENSG00000280832,FALSE
ENSG00000110080,ensembl_havana,gene,ENSG00000110080,18,ST3GAL4,ensembl_havana,protein_coding,ST3GAL4; ENSG00000110080,FALSE
ENSG00000149571,havana,gene,ENSG00000149571,11,KIRREL3,havana,protein_coding,KIRREL3; ENSG00000149571,FALSE
ENSG00000257271,havana,gene,ENSG00000257271,1,KIRREL3-AS1,havana,antisense,KIRREL3-AS1; ENSG00000257271,FALSE
ENSG00000254607,havana,gene,ENSG00000254607,2,AP001783.1,havana,antisense,AP001783.1; ENSG00000254607,FALSE
ENSG00000254938,havana,gene,ENSG00000254938,1,AP002833.1,havana,lincRNA,AP002833.1; ENSG00000254938,FALSE
ENSG00000254960,havana,gene,ENSG00000254960,2,KIRREL3-AS2,havana,antisense,KIRREL3-AS2; ENSG00000254960,FALSE
ENSG00000255317,havana,gene,ENSG00000255317,1,AP002833.2,havana,antisense,AP002833.2; ENSG00000255317,FALSE
ENSG00000218109,ensembl_havana,gene,ENSG00000218109,5,KIRREL3-AS3,ensembl_havana,antisense,KIRREL3-AS3; ENSG00000218109,FALSE
ENSG00000255087,havana,gene,ENSG00000255087,3,AP001993.1,havana,lincRNA,AP001993.1; ENSG00000255087,FALSE
ENSG00000272642,havana,gene,ENSG00000272642,2,AP003121.1,havana,lincRNA,AP003121.1; ENSG00000272642,FALSE
ENSG00000273409,havana,gene,ENSG00000273409,2,AP003481.1,havana,lincRNA,AP003481.1; ENSG00000273409,FALSE
ENSG00000273415,havana,gene,ENSG00000273415,1,AP000904.1,havana,lincRNA,AP000904.1; ENSG00000273415,FALSE
ENSG00000272575,havana,gene,ENSG00000272575,5,LINC02098,havana,lincRNA,LINC02098; ENSG00000272575,FALSE
ENSG00000134954,ensembl_havana,gene,ENSG00000134954,14,ETS1,ensembl_havana,protein_coding,ETS1; ENSG00000134954,FALSE
ENSG00000254588,havana,gene,ENSG00000254588,1,AP003397.1,havana,antisense,AP003397.1; ENSG00000254588,FALSE
ENSG00000151702,ensembl_havana,gene,ENSG00000151702,16,FLI1,ensembl_havana,protein_coding,FLI1; ENSG00000151702,FALSE
ENSG00000254703,havana,gene,ENSG00000254703,2,SENCR,havana,antisense,SENCR; ENSG00000254703,FALSE
ENSG00000151704,ensembl_havana,gene,ENSG00000151704,15,KCNJ1,ensembl_havana,protein_coding,KCNJ1; ENSG00000151704,FALSE
ENSG00000120457,ensembl_havana,gene,ENSG00000120457,11,KCNJ5,ensembl_havana,protein_coding,KCNJ5; ENSG00000120457,FALSE
ENSG00000174370,ensembl_havana,gene,ENSG00000174370,9,C11orf45,ensembl_havana,protein_coding,C11orf45; ENSG00000174370,FALSE
ENSG00000120471,ensembl_havana,gene,ENSG00000120471,15,TP53AIP1,ensembl_havana,protein_coding,TP53AIP1; ENSG00000120471,FALSE
ENSG00000134909,ensembl_havana,gene,ENSG00000134909,18,ARHGAP32,ensembl_havana,protein_coding,ARHGAP32; ENSG00000134909,FALSE
ENSG00000043039,ensembl_havana,gene,ENSG00000043039,6,BARX2,ensembl_havana,protein_coding,BARX2; ENSG00000043039,FALSE
ENSG00000281386,havana,gene,ENSG00000281386,1,AP003500.2,havana,lincRNA,AP003500.2; ENSG00000281386,FALSE
ENSG00000281097,havana,gene,ENSG00000281097,1,AP003500.1,havana,lincRNA,AP003500.1; ENSG00000281097,FALSE
ENSG00000151715,ensembl_havana,gene,ENSG00000151715,7,TMEM45B,ensembl_havana,protein_coding,TMEM45B; ENSG00000151715,FALSE
ENSG00000170322,ensembl_havana,gene,ENSG00000170322,14,NFRKB,ensembl_havana,protein_coding,NFRKB; ENSG00000170322,FALSE
ENSG00000170325,ensembl_havana,gene,ENSG00000170325,14,PRDM10,ensembl_havana,protein_coding,PRDM10; ENSG00000170325,FALSE
ENSG00000233220,havana,gene,ENSG00000233220,3,LINC00167,havana,lincRNA,LINC00167; ENSG00000233220,FALSE
ENSG00000084234,ensembl_havana,gene,ENSG00000084234,16,APLP2,ensembl_havana,protein_coding,APLP2; ENSG00000084234,FALSE
ENSG00000149418,ensembl_havana,gene,ENSG00000149418,10,ST14,ensembl_havana,protein_coding,ST14; ENSG00000149418,FALSE
ENSG00000196323,ensembl_havana,gene,ENSG00000196323,12,ZBTB44,ensembl_havana,protein_coding,ZBTB44; ENSG00000196323,FALSE
ENSG00000175773,havana,gene,ENSG00000175773,12,AP002986.1,havana,lincRNA,AP002986.1; ENSG00000175773,FALSE
ENSG00000134917,ensembl_havana,gene,ENSG00000134917,9,ADAMTS8,ensembl_havana,protein_coding,ADAMTS8; ENSG00000134917,FALSE
ENSG00000166106,ensembl_havana,gene,ENSG00000166106,3,ADAMTS15,ensembl_havana,protein_coding,ADAMTS15; ENSG00000166106,FALSE
ENSG00000175728,ensembl_havana,gene,ENSG00000175728,4,C11orf44,ensembl_havana,lincRNA,C11orf44; ENSG00000175728,FALSE
ENSG00000254842,havana,gene,ENSG00000254842,6,LINC02551,havana,lincRNA,LINC02551; ENSG00000254842,FALSE
ENSG00000255455,havana,gene,ENSG00000255455,2,AP003486.1,havana,lincRNA,AP003486.1; ENSG00000255455,FALSE
ENSG00000120451,ensembl_havana,gene,ENSG00000120451,10,SNX19,ensembl_havana,protein_coding,SNX19; ENSG00000120451,FALSE
ENSG00000236129,havana,gene,ENSG00000236129,1,AP002856.3,havana,lincRNA,AP002856.3; ENSG00000236129,FALSE
ENSG00000227125,havana,gene,ENSG00000227125,1,AP002856.1,havana,lincRNA,AP002856.1; ENSG00000227125,FALSE
ENSG00000237612,havana,gene,ENSG00000237612,1,AP002856.4,havana,lincRNA,AP002856.4; ENSG00000237612,FALSE
ENSG00000231698,havana,gene,ENSG00000231698,2,AP002856.2,havana,lincRNA,AP002856.2; ENSG00000231698,FALSE
ENSG00000182667,ensembl_havana,gene,ENSG00000182667,14,NTM,ensembl_havana,protein_coding,NTM; ENSG00000182667,TRUE
ENSG00000237654,havana,gene,ENSG00000237654,5,AP003025.2,havana,antisense,AP003025.2; ENSG00000237654,FALSE
ENSG00000236082,havana,gene,ENSG00000236082,2,AP003025.1,havana,antisense,AP003025.1; ENSG00000236082,FALSE
ENSG00000224795,havana,gene,ENSG00000224795,1,NTM-AS1,havana,lincRNA,NTM-AS1; ENSG00000224795,FALSE
ENSG00000238117,havana,gene,ENSG00000238117,1,AP000844.2,havana,antisense,AP000844.2; ENSG00000238117,FALSE
ENSG00000224700,havana,gene,ENSG00000224700,2,AP000844.1,havana,antisense,AP000844.1; ENSG00000224700,FALSE
ENSG00000183715,ensembl_havana,gene,ENSG00000183715,13,OPCML,ensembl_havana,protein_coding,OPCML; ENSG00000183715,FALSE
ENSG00000255258,havana,gene,ENSG00000255258,2,AP001979.2,havana,lincRNA,AP001979.2; ENSG00000255258,FALSE
ENSG00000166118,ensembl_havana,gene,ENSG00000166118,7,SPATA19,ensembl_havana,protein_coding,SPATA19; ENSG00000166118,FALSE
ENSG00000080854,ensembl_havana,gene,ENSG00000080854,14,IGSF9B,ensembl_havana,protein_coding,IGSF9B; ENSG00000080854,FALSE
ENSG00000255406,havana,gene,ENSG00000255406,1,AP000911.3,havana,lincRNA,AP000911.3; ENSG00000255406,FALSE
ENSG00000204241,havana,gene,ENSG00000204241,7,AP000911.1,havana,lincRNA,AP000911.1; ENSG00000204241,FALSE
ENSG00000254648,havana,gene,ENSG00000254648,1,AP000911.2,havana,lincRNA,AP000911.2; ENSG00000254648,FALSE
ENSG00000166086,ensembl_havana,gene,ENSG00000166086,12,JAM3,ensembl_havana,protein_coding,JAM3; ENSG00000166086,TRUE
ENSG00000151503,ensembl_havana,gene,ENSG00000151503,12,NCAPD3,ensembl_havana,protein_coding,NCAPD3; ENSG00000151503,FALSE
ENSG00000255348,havana,gene,ENSG00000255348,1,AP001775.2,havana,antisense,AP001775.2; ENSG00000255348,FALSE
ENSG00000151502,ensembl_havana,gene,ENSG00000151502,10,VPS26B,ensembl_havana,protein_coding,VPS26B; ENSG00000151502,FALSE
ENSG00000151500,ensembl_havana,gene,ENSG00000151500,14,THYN1,ensembl_havana,protein_coding,THYN1; ENSG00000151500,FALSE
ENSG00000151498,ensembl_havana,gene,ENSG00000151498,11,ACAD8,ensembl_havana,protein_coding,ACAD8; ENSG00000151498,FALSE
ENSG00000166105,ensembl_havana,gene,ENSG00000166105,15,GLB1L3,ensembl_havana,protein_coding,GLB1L3; ENSG00000166105,FALSE
ENSG00000149328,ensembl_havana,gene,ENSG00000149328,14,GLB1L2,ensembl_havana,protein_coding,GLB1L2; ENSG00000149328,FALSE
ENSG00000109956,ensembl_havana,gene,ENSG00000109956,12,B3GAT1,ensembl_havana,protein_coding,B3GAT1; ENSG00000109956,TRUE
ENSG00000254573,havana,gene,ENSG00000254573,1,AP004550.1,havana,lincRNA,AP004550.1; ENSG00000254573,FALSE
ENSG00000254989,havana,gene,ENSG00000254989,1,AP001999.2,havana,lincRNA,AP001999.2; ENSG00000254989,FALSE
ENSG00000255344,havana,gene,ENSG00000255344,1,AP001999.3,havana,lincRNA,AP001999.3; ENSG00000255344,FALSE
ENSG00000251226,havana,gene,ENSG00000251226,1,AP001999.1,havana,lincRNA,AP001999.1; ENSG00000251226,FALSE
ENSG00000255327,havana,gene,ENSG00000255327,1,AP003062.1,havana,lincRNA,AP003062.1; ENSG00000255327,FALSE
ENSG00000255512,havana,gene,ENSG00000255512,1,AP005135.1,havana,lincRNA,AP005135.1; ENSG00000255512,FALSE
ENSG00000260370,havana,gene,ENSG00000260370,1,AC215217.1,havana,lincRNA,AC215217.1; ENSG00000260370,FALSE
ENSG00000261456,ensembl_havana,gene,ENSG00000261456,5,TUBB8,ensembl_havana,protein_coding,TUBB8; ENSG00000261456,FALSE
ENSG00000015171,ensembl_havana,gene,ENSG00000015171,19,ZMYND11,ensembl_havana,protein_coding,ZMYND11; ENSG00000015171,FALSE
ENSG00000151240,ensembl_havana,gene,ENSG00000151240,16,DIP2C,ensembl_havana,protein_coding,DIP2C; ENSG00000151240,FALSE
ENSG00000233021,havana,gene,ENSG00000233021,2,AL669841.1,havana,antisense,AL669841.1; ENSG00000233021,FALSE
ENSG00000225140,havana,gene,ENSG00000225140,1,AL358216.1,havana,antisense,AL358216.1; ENSG00000225140,FALSE
ENSG00000180525,havana,gene,ENSG00000180525,11,PRR26,havana,protein_coding,PRR26; ENSG00000180525,FALSE
ENSG00000231601,havana,gene,ENSG00000231601,1,AL157709.1,havana,lincRNA,AL157709.1; ENSG00000231601,FALSE
ENSG00000107929,ensembl_havana,gene,ENSG00000107929,14,LARP4B,ensembl_havana,protein_coding,LARP4B; ENSG00000107929,FALSE
ENSG00000229869,havana,gene,ENSG00000229869,1,AL359878.2,havana,antisense,AL359878.2; ENSG00000229869,FALSE
ENSG00000107937,ensembl_havana,gene,ENSG00000107937,18,GTPBP4,ensembl_havana,protein_coding,GTPBP4; ENSG00000107937,FALSE
ENSG00000148377,ensembl_havana,gene,ENSG00000148377,5,IDI2,ensembl_havana,protein_coding,IDI2; ENSG00000148377,FALSE
ENSG00000232656,ensembl_havana,gene,ENSG00000232656,7,IDI2-AS1,ensembl_havana,antisense,IDI2-AS1; ENSG00000232656,FALSE
ENSG00000067064,ensembl_havana,gene,ENSG00000067064,11,IDI1,ensembl_havana,protein_coding,IDI1; ENSG00000067064,FALSE
ENSG00000047056,ensembl_havana,gene,ENSG00000047056,14,WDR37,ensembl_havana,protein_coding,WDR37; ENSG00000047056,FALSE
ENSG00000229205,havana,gene,ENSG00000229205,2,LINC00200,havana,lincRNA,LINC00200; ENSG00000229205,FALSE
ENSG00000185736,ensembl_havana,gene,ENSG00000185736,15,ADARB2,ensembl_havana,protein_coding,ADARB2; ENSG00000185736,TRUE
ENSG00000205696,havana,gene,ENSG00000205696,4,ADARB2-AS1,havana,antisense,ADARB2-AS1; ENSG00000205696,FALSE
ENSG00000234962,havana,gene,ENSG00000234962,5,LINC00700,havana,lincRNA,LINC00700; ENSG00000234962,FALSE
ENSG00000226694,havana,gene,ENSG00000226694,2,AL441943.1,havana,lincRNA,AL441943.1; ENSG00000226694,FALSE
ENSG00000227912,havana,gene,ENSG00000227912,1,AL441943.2,havana,lincRNA,AL441943.2; ENSG00000227912,FALSE
ENSG00000231326,havana,gene,ENSG00000231326,6,AL441943.3,havana,lincRNA,AL441943.3; ENSG00000231326,FALSE
ENSG00000234556,havana,gene,ENSG00000234556,1,LINC00701,havana,lincRNA,LINC00701; ENSG00000234556,FALSE
ENSG00000234170,havana,gene,ENSG00000234170,5,AC024908.1,havana,lincRNA,AC024908.1; ENSG00000234170,FALSE
ENSG00000237500,havana,gene,ENSG00000237500,1,AL713851.2,havana,lincRNA,AL713851.2; ENSG00000237500,FALSE
ENSG00000235281,havana,gene,ENSG00000235281,1,AL713851.1,havana,lincRNA,AL713851.1; ENSG00000235281,FALSE
ENSG00000234182,havana,gene,ENSG00000234182,1,AL731533.1,havana,lincRNA,AL731533.1; ENSG00000234182,FALSE
ENSG00000273001,havana,gene,ENSG00000273001,1,AL731533.2,havana,lincRNA,AL731533.2; ENSG00000273001,FALSE
ENSG00000067057,ensembl_havana,gene,ENSG00000067057,16,PFKP,ensembl_havana,protein_coding,PFKP; ENSG00000067057,FALSE
ENSG00000278419,havana,gene,ENSG00000278419,1,AL451164.3,havana,antisense,AL451164.3; ENSG00000278419,FALSE
ENSG00000107959,ensembl_havana,gene,ENSG00000107959,15,PITRM1,ensembl_havana,protein_coding,PITRM1; ENSG00000107959,FALSE
ENSG00000237399,havana,gene,ENSG00000237399,7,PITRM1-AS1,havana,antisense,PITRM1-AS1; ENSG00000237399,FALSE
ENSG00000236968,havana,gene,ENSG00000236968,1,AL451164.2,havana,lincRNA,AL451164.2; ENSG00000236968,FALSE
ENSG00000226762,havana,gene,ENSG00000226762,1,AL451164.1,havana,lincRNA,AL451164.1; ENSG00000226762,FALSE
ENSG00000227338,havana,gene,ENSG00000227338,1,AL139280.1,havana,lincRNA,AL139280.1; ENSG00000227338,FALSE
ENSG00000233321,havana,gene,ENSG00000233321,1,AL357833.1,havana,lincRNA,AL357833.1; ENSG00000233321,FALSE
ENSG00000236892,havana,gene,ENSG00000236892,1,AL357833.2,havana,lincRNA,AL357833.2; ENSG00000236892,FALSE
ENSG00000229672,havana,gene,ENSG00000229672,2,AL450322.2,havana,antisense,AL450322.2; ENSG00000229672,FALSE
ENSG00000228353,havana,gene,ENSG00000228353,1,AL450322.1,havana,antisense,AL450322.1; ENSG00000228353,FALSE
ENSG00000067082,ensembl_havana,gene,ENSG00000067082,14,KLF6,ensembl_havana,protein_coding,KLF6; ENSG00000067082,TRUE
ENSG00000230573,havana,gene,ENSG00000230573,1,AL513303.2,havana,lincRNA,AL513303.2; ENSG00000230573,FALSE
ENSG00000226005,havana,gene,ENSG00000226005,3,AL513303.1,havana,lincRNA,AL513303.1; ENSG00000226005,FALSE
ENSG00000227101,havana,gene,ENSG00000227101,1,AC025822.1,havana,lincRNA,AC025822.1; ENSG00000227101,FALSE
ENSG00000236990,havana,gene,ENSG00000236990,1,AC025822.2,havana,lincRNA,AC025822.2; ENSG00000236990,FALSE
ENSG00000233117,havana,gene,ENSG00000233117,2,LINC00702,havana,lincRNA,LINC00702; ENSG00000233117,FALSE
ENSG00000224382,havana,gene,ENSG00000224382,1,LINC00703,havana,lincRNA,LINC00703; ENSG00000224382,FALSE
ENSG00000230096,havana,gene,ENSG00000230096,1,AC022535.1,havana,lincRNA,AC022535.1; ENSG00000230096,FALSE
ENSG00000231298,havana,gene,ENSG00000231298,6,MANCR,havana,lincRNA,MANCR; ENSG00000231298,FALSE
ENSG00000225269,havana,gene,ENSG00000225269,2,LINC00705,havana,lincRNA,LINC00705; ENSG00000225269,FALSE
ENSG00000165568,ensembl_havana,gene,ENSG00000165568,17,AKR1E2,ensembl_havana,protein_coding,AKR1E2; ENSG00000165568,FALSE
ENSG00000187134,ensembl_havana,gene,ENSG00000187134,13,AKR1C1,ensembl_havana,protein_coding,AKR1C1; ENSG00000187134,FALSE
ENSG00000151632,ensembl_havana,gene,ENSG00000151632,17,AKR1C2,ensembl_havana,protein_coding,AKR1C2; ENSG00000151632,FALSE
ENSG00000224251,havana,gene,ENSG00000224251,6,AL391427.1,havana,antisense,AL391427.1; ENSG00000224251,FALSE
ENSG00000196139,ensembl_havana,gene,ENSG00000196139,13,AKR1C3,ensembl_havana,protein_coding,AKR1C3; ENSG00000196139,FALSE
ENSG00000198610,ensembl_havana,gene,ENSG00000198610,10,AKR1C4,ensembl_havana,protein_coding,AKR1C4; ENSG00000198610,FALSE
ENSG00000231039,havana,gene,ENSG00000231039,2,AL355303.1,havana,lincRNA,AL355303.1; ENSG00000231039,FALSE
ENSG00000224034,havana,gene,ENSG00000224034,1,LINC02561,havana,lincRNA,LINC02561; ENSG00000224034,FALSE
ENSG00000178473,ensembl_havana,gene,ENSG00000178473,6,UCN3,ensembl_havana,protein_coding,UCN3; ENSG00000178473,FALSE
ENSG00000178462,ensembl_havana,gene,ENSG00000178462,11,TUBAL3,ensembl_havana,protein_coding,TUBAL3; ENSG00000178462,FALSE
ENSG00000173848,ensembl_havana,gene,ENSG00000173848,18,NET1,ensembl_havana,protein_coding,NET1; ENSG00000173848,FALSE
ENSG00000178372,ensembl_havana,gene,ENSG00000178372,7,CALML5,ensembl_havana,protein_coding,CALML5; ENSG00000178372,TRUE
ENSG00000205488,havana,gene,ENSG00000205488,8,CALML3-AS1,havana,antisense,CALML3-AS1; ENSG00000205488,FALSE
ENSG00000178363,ensembl_havana,gene,ENSG00000178363,4,CALML3,ensembl_havana,protein_coding,CALML3; ENSG00000178363,FALSE
ENSG00000256462,havana,gene,ENSG00000256462,1,AL732437.1,havana,antisense,AL732437.1; ENSG00000256462,FALSE
ENSG00000242147,havana,gene,ENSG00000242147,1,AL365356.5,havana,lincRNA,AL365356.5; ENSG00000242147,FALSE
ENSG00000231483,havana,gene,ENSG00000231483,1,AL365356.4,havana,lincRNA,AL365356.4; ENSG00000231483,FALSE
ENSG00000228951,havana,gene,ENSG00000228951,1,AL365356.3,havana,lincRNA,AL365356.3; ENSG00000228951,FALSE
ENSG00000196372,ensembl_havana,gene,ENSG00000196372,12,ASB13,ensembl_havana,protein_coding,ASB13; ENSG00000196372,FALSE
ENSG00000108021,ensembl_havana,gene,ENSG00000108021,20,FAM208B,ensembl_havana,protein_coding,FAM208B; ENSG00000108021,FALSE
ENSG00000226647,havana,gene,ENSG00000226647,2,AL365356.1,havana,antisense,AL365356.1; ENSG00000226647,FALSE
ENSG00000057608,ensembl_havana,gene,ENSG00000057608,16,GDI2,ensembl_havana,protein_coding,GDI2; ENSG00000057608,FALSE
ENSG00000272764,havana,gene,ENSG00000272764,1,AL596094.1,havana,lincRNA,AL596094.1; ENSG00000272764,FALSE
ENSG00000134461,ensembl_havana,gene,ENSG00000134461,15,ANKRD16,ensembl_havana,protein_coding,ANKRD16; ENSG00000134461,FALSE
ENSG00000134452,ensembl_havana,gene,ENSG00000134452,19,FBH1,ensembl_havana,protein_coding,FBH1; ENSG00000134452,FALSE
ENSG00000232807,havana,gene,ENSG00000232807,2,AL137186.2,havana,antisense,AL137186.2; ENSG00000232807,FALSE
ENSG00000134470,ensembl_havana,gene,ENSG00000134470,20,IL15RA,ensembl_havana,protein_coding,IL15RA; ENSG00000134470,FALSE
ENSG00000134460,ensembl_havana,gene,ENSG00000134460,16,IL2RA,ensembl_havana,protein_coding,IL2RA; ENSG00000134460,FALSE
ENSG00000229664,havana,gene,ENSG00000229664,1,AL137186.1,havana,antisense,AL137186.1; ENSG00000229664,FALSE
ENSG00000134453,ensembl_havana,gene,ENSG00000134453,15,RBM17,ensembl_havana,protein_coding,RBM17; ENSG00000134453,FALSE
ENSG00000170525,ensembl_havana,gene,ENSG00000170525,20,PFKFB3,ensembl_havana,protein_coding,PFKFB3; ENSG00000170525,TRUE
ENSG00000213994,havana,gene,ENSG00000213994,3,AL157395.1,havana,antisense,AL157395.1; ENSG00000213994,FALSE
ENSG00000215244,havana,gene,ENSG00000215244,2,AL137145.2,havana,lincRNA,AL137145.2; ENSG00000215244,FALSE
ENSG00000212743,havana,gene,ENSG00000212743,2,AL137145.1,havana,lincRNA,AL137145.1; ENSG00000212743,FALSE
ENSG00000065675,ensembl_havana,gene,ENSG00000065675,14,PRKCQ,ensembl_havana,protein_coding,PRKCQ; ENSG00000065675,FALSE
ENSG00000225948,havana,gene,ENSG00000225948,2,AL158210.1,havana,lincRNA,AL158210.1; ENSG00000225948,FALSE
ENSG00000223784,havana,gene,ENSG00000223784,1,LINP1,havana,lincRNA,LINP1; ENSG00000223784,FALSE
ENSG00000281186,havana,gene,ENSG00000281186,1,AL590637.1,havana,lincRNA,AL590637.1; ENSG00000281186,FALSE
ENSG00000238266,havana,gene,ENSG00000238266,1,LINC00707,havana,lincRNA,LINC00707; ENSG00000238266,FALSE
ENSG00000234248,havana,gene,ENSG00000234248,1,AL392086.1,havana,lincRNA,AL392086.1; ENSG00000234248,FALSE
ENSG00000223581,havana,gene,ENSG00000223581,1,AL590095.1,havana,lincRNA,AL590095.1; ENSG00000223581,FALSE
ENSG00000198879,ensembl_havana,gene,ENSG00000198879,11,SFMBT2,ensembl_havana,protein_coding,SFMBT2; ENSG00000198879,FALSE
ENSG00000232591,havana,gene,ENSG00000232591,1,AL139125.1,havana,lincRNA,AL139125.1; ENSG00000232591,FALSE
ENSG00000230121,havana,gene,ENSG00000230121,1,AL445070.1,havana,antisense,AL445070.1; ENSG00000230121,FALSE
